patent_id	patent_title	assigneeOriginal	filingDate	publicationDate	grantDate
US7991185	Method and apparatus for image splicing/tampering detection using moments of wavelet characteristic functions and statistics of 2-D phase congruency arrays	New Jersey Institute of Technology		2011-08-02	2011-08-02
US8005209	INVARIANCE BASED CONCURRENT ERROR DETECTION FOR THE ADVANCED ENCRYPTION STANDARD	New York University Polytechnic Institute	2006-01-06	2011-08-23	2011-08-23
US8010481	PATTERN MATCHING TECHNIQUE FOR HIGH THROUGHPUT NETWORK PROCESSING	University of California		2011-08-30	2011-08-30
US8014809	METHOD AND SYSTEM FOR DECENTRALIZED POWER CONTROL OF A MULTI-ANTENNA ACCESS POINT USING GAME THEORY	New Jersey Institute of Technology		2011-09-06	2011-09-06
US8020082	SOURCE-CHANNEL APPROACH TO CHANNEL CODING WITH SIDE INFORMATION	Texas A&M University System	2007-03-09	2011-09-13	2011-09-13
US8023116	RESOLVING QUADRATURE FRINGES OF INTERFEROMETER SIGNALS IN REAL TIME	University of California		2011-09-20	2011-09-20
US8023583	METHOD AND/OR SYSTEM FOR ESTIMATING PHASE ERROR NOISE	New Jersey Institute of Technology		2011-09-20	2011-09-20
US8023747	Method and apparatus for a natural image model based approach to image/splicing/tampering detection 	New Jersey Institute of Technology	2007-02-09	2011-09-20	2011-09-20
US8036864	METHOD FOR PREDICTING THE FORMATION OF SILICON NANOCRYSTALS IN EMBEDDED OXIDE MATRICES	University of Texas System		2011-10-11	2011-10-11
US8040787	METHOD AND/OR SYSTEM FOR REDUCTION OF PAPR	New Jersey Institute of Technology	2005-12-02	2011-10-18	2011-10-18
US8040949	VIDEO ENCODING METHODS AND DEVICES	University of California	2004-01-09	2011-10-18	2011-10-18
US8041031	CRYPTOGRAPHIC PRIMITIVES, ERROR CODING, AND PSEUDO-RANDOM NUMBER IMPROVEMENT METHODS USING QUASIGROUPS	University of California	2005-10-13	2011-10-18	2011-10-18
US8041163	METHOD AND APPARATUS FOR DETECTING MULTIPLE OPTICAL WAVELENGTHS	Brown University Research Foundation Inc		2011-10-18	2011-10-18
US8041773	AUTOMATIC CLUSTERING FOR SELF-ORGANIZING GRIDS	Research Foundation of State University of New York	2008-09-23	2011-10-18	2011-10-18
US8041931	Branch prediction apparatus, systems, and methods	University of Texas System		2011-10-18	2011-10-18
US8046425	Distributed adaptive network memory engine	Research Foundation of State University of New York		2011-10-25	2011-10-25
US8055881	COMPUTING NODES FOR EXECUTING GROUPS OF INSTRUCTIONS	University of Texas System	2008-06-10	2011-11-08	2011-11-08
US8072289	Composite right/left (CRLH) couplers	University of California		2011-12-06	2011-12-06
US8072291	Compact dual-band metamaterial-based hybrid ring coupler	University of California	2009-05-01	2011-12-06	2011-12-06
US8073052	LAYERED WYNER-ZIV VIDEO CODING FOR TRANSMISSION OVER UNRELIABLE CHANNELS	Texas A&M University System	2006-07-27	2011-12-06	2011-12-06
US8073977	INTERNET TELEPHONY THROUGH HOSTS	University of California	2004-09-03	2011-12-06	2011-12-06
US8086943	SERIAL TURBO TRELLIS CODED MODULATION USING A SERIALLY CONCATENATED CODER	California Institute of Technology 	2010-08-02	2011-12-27	2011-12-27
US8091132	BEHAVIOR-BASED TRAFFIC DIFFERENTIATION (BTD) FOR DEFENDING AGAINST DISTRIBUTED DENIAL OF SERVICE (DDOS) ATTACKS	New Jersey Institute of Technology		2012-01-03	2012-01-03
US8094318	Method and apparatus for determining reflectance data of a subject	New York University	2010-10-28	2012-01-10	2012-01-10
US8094948	PHOTO CLASSIFICATION USING OPTICAL PARAMETERS OF CAMERA FROM EXIF METADATA	University of California	2008-04-25	2012-01-10	2012-01-10
US8103054	METHOD FOR IDENTIFYING MARKED IMAGES USING STATISTICAL MOMENTS BASED AT LEAST IN PART ON A JPEG ARRAY	New Jersey Institute of Technology		2012-01-24	2012-01-24
US8103856	PERFORMANCE MONITORING FOR NEW PHASE DYNAMIC OPTIMIZATION OF INSTRUCTION DISPATCH CLUSTER CONFIGURATION	University of Rochester		2012-01-24	2012-01-24
US8112095	SUM RATE OF BROADCAST CHANNELS WITH OUTDATED 1-BIT FEEDBACK	New Jersey Institute of Technology	2008-04-28	2012-02-07	2012-02-07
US8112417	Method and System for Data Classification in the Presence of Temporal Non-Stationarity	New York University		2012-02-07	2012-02-07
US8126103	FRAME SYNCHRONIZATION USING CORRELATION BETWEEN PERMUTED SEQUENCES	New Jersey Institute of Technology		2012-02-28	2012-02-28
US8130846	SYSTEM AND METHOD FOR SINGLE-CARRIER SPACE-FREQUENCY BLOCK CODED TRANSMISSION OVER FREQUENCY SELECTIVE AND FAST FADING CHANNELS	New Jersey Institute of Technology	2007-12-11	2012-03-06	2012-03-06
US8137525	COLLOIDAL SPHERE TEMPLATES AND SPHERE-TEMPLATED POROUS MATERIALS	University of California	2003-01-13	2012-03-20	2012-03-20
US8149685	Covert OFDM transmission using cyclic prefix	 University of South Florida	2005-09-02	2012-04-03	2012-04-03
US8150033	OPTICAL SECURITY SYSTEM USING FOURIER PLANE ENCODING	University of Connecticut	2007-10-04	2012-04-03	2012-04-03
US8155312	OPTICAL DATA STORAGE DEVICE AND METHOD	University of Connecticut	2006-09-14	2012-04-10	2012-04-10
US8160163	Method for OFDM signal identification and parameter estimation	 University of South Florida		2012-04-17	2012-04-17
US8175003	COOPERATIVE WIRELESS COMMUNICATIONS	New York University Polytechnic Institute	2007-11-09	2012-05-08	2012-05-08
US8180997	Dynamically composing processor cores to form logical processors	University of Texas System	2008-07-02	2012-05-15	2012-05-15
US8184728	Adaptive symbol transition method for OFDM-based cognitive radio systems and method of use	 University of South Florida	2009-04-13	2012-05-22	2012-05-22
US8184850	SYSTEM AND/OR METHOD FOR IMAGE TAMPER DETECTION	New Jersey Institute of Technology		2012-05-22	2012-05-22
US8207874	WYNER-ZIV CODING BASED ON TCQ AND LDPC CODES	Texas A&M University System		2012-06-26	2012-06-26
US8209150	MOBILE SPEED AND DOPPLER FREQUENCY ESTIMATION USING CYCLOSTATIONARITY	New Jersey Institute of Technology		2012-06-26	2012-06-26
US8213491	Adaptive ultrawideband receiver method	 University of South Florida		2012-07-03	2012-07-03
US8224017	METHOD FOR IDENTIFYING MARKED CONTENT	New Jersey Institute of Technology		2012-07-17	2012-07-17
US8238463	Reception and measurement of MIMO-OFDM signals with a single receiver	 University of South Florida		2012-08-07	2012-08-07
US8245119	SOURCE-CHANNEL APPROACH TO CHANNEL CODING WITH SIDE INFORMATION	Texas A&M University System	2011-08-29	2012-08-14	2012-08-14
US8260065	DATA HIDING WITH WAVELET TRANSFORM HISTOGRAM SHIFTING	New Jersey Institute of Technology		2012-09-04	2012-09-04
US8264772	DEPTH AND LATERAL SIZE CONTROL OF THREE-DIMENSIONAL IMAGES IN PROJECTION INTEGRAL IMAGINING	University of Connecticut	2010-11-04	2012-09-11	2012-09-11
US8270665	SYSTEM AND METHOD FOR REVERSIBLE BINARY IMAGE DATA HIDING USING RUN-LENGTH HISTOGRAM MODIFICATION AND LOGICAL OPERATIONS	New Jersey Institute of Technology		2012-09-18	2012-09-18
US8270708	METHOD FOR IDENTIFYING MARKED IMAGES BASED AT LEAST IN PART ON FREQUENCY DOMAIN COEFFICIENT DIFFERENCES	New Jersey Institute of Technology	2011-03-16	2012-09-18	2012-09-18
US8272044	METHOD AND SYSTEM TO MITIGATE LOW RATE DENIAL OF SERVICE (DOS) ATTACKS	New Jersey Institute of Technology		2012-09-18	2012-09-18
US8280976	Distributed adaptive network memory engine	Research Foundation of State University of New York	2011-10-19	2012-10-02	2012-10-02
US8281297	Reconfigurable Processing	University of Arizona	2004-02-05	2012-10-02	2012-10-02
US8291034	Centralized Adaptive Network Memory Engine	Research Foundation of State University of New York		2012-10-16	2012-10-16
US8311377	METHOD AND APPARATUS FOR DETECTING MULTIPLE OPTICAL WAVELENGTHS	Brown University Research Foundation Inc		2012-11-13	2012-11-13
US8315306	DISTRIBUTED JOINT SOURCE-CHANNEL CODING OF VIDEO USING RAPTOR CODES	Texas A&M University System		2012-11-20	2012-11-20
US8321712	SYSTEM AND METHOD FOR REDUCING POWER REQUIREMENTS OF MICROPROCESSORS THROUGH DYNAMIC ALLOCATION OF DATAPATH RESOURCES	Research Foundation of State University of New York		2012-11-27	2012-11-27
US8351891	WIDEBAND DISTRIBUTED MIXERS	University of California		2013-01-08	2013-01-08
US8363747	COMPRESS-FORWARD CODING WITH N-PSK MODULATION FOR THE HALF-DUPLEX GAUSSIAN RELAY CHANNEL	Texas A&M University System	2011-03-08	2013-01-29	2013-01-29
US8380846	AUTOMATIC CLUSTERING FOR SELF-ORGANIZING GRIDS	Research Foundation of State University of New York		2013-02-19	2013-02-19
US8392897	Safe computer code formats and methods for generating safe computer code	University of California	2006-08-15	2013-03-05	2013-03-05
US8392991	PROACTIVE TEST-BASED DIFFERENTIATION METHOD AND SYSTEM TO MITIGATE LOW RATE DOS ATTACKS	New Jersey Institute of Technology		2013-03-05	2013-03-05
US8405469	Composite right/left (CRLH) couplers	University of California	2011-12-06	2013-03-26	2013-03-26
US8405470	Diplexer synthesis using composite right/left-handed phase-advance/delay lines	University of California	2010-05-14	2013-03-26	2013-03-26
US8416033	Compact dual-band metamaterial-based hybrid ring coupler	University of California	2011-12-05	2013-04-09	2013-04-09
US8417789	DISTRIBUTED ADAPTIVE NETWORK MEMORY ENGINE	Research Foundation of State University of New York		2013-04-09	2013-04-09
US8462868	MULTIPLE SUB-CARRIER SELECTION DIVERSITY ARCHTECURE AND METHOD FOR WIRELESS OFDM	University of California	2005-09-22	2013-06-11	2013-06-11
US8473906	SYSTEMS AND METHODS FOR PARALLEL DISTRIBUTED PROGRAMMING	University of California	2010-04-01	2013-06-25	2013-06-25
US8548262	METHOD AND APPARATUS FOR STEGANALYSIS OF TEXTURE IMAGES	New Jersey Institute of Technology	2010-12-09	2013-10-01	2013-10-01
US8572746	Predictive Blacklisting Using Implicit Recommendation	University of California	2010-01-21	2013-10-29	2013-10-29
US8621444	RETARGETABLE INSTRUCTION SET SIMULATORS	University of California	2004-09-30	2013-12-31	2013-12-31
US8700938	SYSTEM AND METHOD FOR REDUCING POWER REQUIREMENTS OF MICROPROCESSORS THROUGH DYNAMIC ALLOCATION OF DATAPATH RESOURCES	Research Foundation of State University of New York	2012-11-01	2014-04-15	2014-04-15
US8719403	Method and apparatus for monitor and notification in a network	New York University	2010-12-13	2014-05-06	2014-05-06
US8732161	EVENT BASED ORGANIZATION AND ACCESS OF DIGITAL PHOTOS	University of California	2008-04-25	2014-05-20	2014-05-20
US8761243	TECHNIQUE TO ENABLE EFFICIENT ADAPTIVE STREAMING AND TRANSCODING OF VIDEO AND OTHER SIGNALS	University of California	2009-09-18	2014-06-24	2014-06-24
US8819821	PROACTIVE TEST-BASED DIFFERENTIATION METHOD AND SYSTEM TO MITIGATE LOW RATE DOS ATTACKS	New Jersey Institute of Technology	2012-12-28	2014-08-26	2014-08-26
US8861539	REPLICATING AND SWITCHING MULTICAST INTERNET PACKETS IN ROUTERS USING CROSSPOINT MEMORY SHARED BY OUTPUT PORTS	New Jersey Institute of Technology	2008-08-29	2014-10-14	2014-10-14
US8862594	SEARCHING DIGITAL INFORMATION AND DATABASES	University of California	2010-02-19	2014-10-14	2014-10-14
US9191154	METHOD AND/OR SYSTEM FOR ESTIMATING PHASE ERROR NOISE	New Jersey Institute of Technology	2011-05-19	2015-11-17	2015-11-17
USRE40477	RELIABLE DETECTION OF LSB STEGANOGRAPHY IN COLOR AND GRAYSCALE IMAGES	Research Foundation of State University of New York	2006-12-14	2008-09-02	2008-09-02
USRE41427	HYBRID NANOSTRUCTURED MATERIALS BASED IN II-VI SEMICONDUCTORS	Rutgers State University of New Jersey		2010-07-13	2010-07-13
USRE41433	STBC MIMO-OFDM PEAK-TO-AVERAGE POWER RATIO REDUCTION BY CROSS-ANTENNA ROTATION AND INVERSION	New Jersey Institute of Technology		2010-07-13	2010-07-13
USRE41644	METHOD FOR OPTICAL MODULATION AT PERIODIC OPTICAL STRUCTURE BAND EDGES	University of California		2010-09-07	2010-09-07
USRE41958	MEMORY HIERARCHY RECONFIGURATION FOR ENERGY AND PERFORMANCE IN GENERAL-PURPOSE PROCESSOR ARCHITECTURES	University of Rochester		2010-11-23	2010-11-23
USRE42076	COMPOSITES OF INORGANIC LUMINOPHONRES STABILIZED IN POLYMER HOSTS	University of Central Florida Research Foundation Inc (UCFRF)	2007-01-18	2011-01-25	2011-01-25
USRE42184	OPTICALLY WRITTEN DISPLAY	University of Central Florida Research Foundation Inc (UCFRF)	2007-05-23	2011-03-01	2011-03-01
USRE42213	DYNAMIC RECONFIGURABLE MEMORY HIERARCHY	University of Rochester		2011-03-08	2011-03-08
USRE42389	SUBSTRATE DESIGN FOR OPTIMIZED PERFORMANCE OF UP-CONVERSION PHOSPHORS UTILIZING PROPER THERMAL MANAGEMENT	University of Central Florida Research Foundation Inc (UCFRF)		2011-05-24	2011-05-24
USRE43110	PIPELINED MAXIMAL-SIZED MATCHING CELL DISPATCH SCHEDULING	New York University Polytechnic Institute		2012-01-17	2012-01-17
USRE43152	METHOD AND APPARATUS FOR SEGMENTING SMALL STRUCTURES IN IMAGES 	Johns Hopkins University		2012-01-31	2012-01-31
USRE43225	METHOD AND APPARATUS FOR ENHANCING AN IMAGE USING DATA OPTIMIZATION AND SEGMENTATION	University of Utah Research Foundation (UURF)	2008-10-10	2012-03-06	2012-03-06
USRE43231	SYSTEM AND METHOD FOR JOINT SOURCE-CHANNEL ENCODING, WITH SYMBOL DECODING AND ERROR CORRECTION	University of Nebraska	2007-05-10	2012-03-06	2012-03-06
USRE43466	SCHEDULING THE DISPATCH OF CELLS IN NON-EMPTY VIRTUAL OUTPUT QUEUES OF MULTISTAGE SWITCHES USING A PIPELINED HIERARCHICAL ARBITRATION SCHEME	New York University Polytechnic Institute	2008-05-16	2012-06-12	2012-06-12
USRE43894	METHOD AND APPARATUS FOR SEGMENTING SMALL STRUCTURES IN IMAGES 	Johns Hopkins University		2013-01-01	2013-01-01
USRE43896	Image and video indexing scheme for content analysis	California Institute of Technology 	2008-05-16	2013-01-01	2013-01-01
