patent_id	patent_title	assigneeOriginal	filingDate	publicationDate	grantDate
US6993150	Halftone primitive watermarking and related applications	Digimarc Corp	2002-01-17	2006-01-31	2006-01-31
US6993153	Self-orienting watermarks	Digimarc Corp	2003-09-23	2006-01-31	2006-01-31
US6993154	MEASURING DIGITAL WATERMARK STRENGTH USING ERROR CORRECTION CODING METRICS	Digimarc Corp	2004-05-28	2006-01-31	2006-01-31
US6993180	METHOD AND SYSTEM FOR AUTOMATED GROUPING OF IMAGES	Eastman Kodak Co	2001-09-04	2006-01-31	2006-01-31
US6993196	DIGITAL IMAGE STORAGE METHOD	Eastman Kodak Co	2002-03-18	2006-01-31	2006-01-31
US6993287	REPEATER SYSTEM FOR STRONG SIGNAL ENVIRONMENTS	Four Bars Clarity LLC	2004-03-04	2006-01-31	2006-01-31
US6993498	POINT-OF-SALE SERVER AND METHOD	Midnight Blue Remote Access LLC	1999-07-26	2006-01-31	2006-01-31
US6993574	WEB-BASED COMMUNICATIONS ADDRESSING SYSTEM AND METHOD	Zoetics Inc	2001-06-19	2006-01-31	2006-01-31
US6993649	Method of altering a computer operating system to boot and run from protected media	John Alan Hensley	2002-12-17	2006-01-31	2006-01-31
US6993662	METHOD AND SYSTEM FOR COPY PROTECTION OF DISPLAYED DATA CONTENT	Finjan Software Ltd	2001-11-28	2006-01-31	2006-01-31
US6993744	METHOD FOR ENABLING A COMPILER OR INTERPRETER TO USE IDENTIFIERS FOUND AT RUN TIME IN A MAP CONTAINER OBJECT IN A MANNER SIMILAR OR IDENTICAL TO IDENTIFIERS DECLARED AT COMPILE TIME 	Tajen Corp	2000-12-19	2006-01-31	2006-01-31
US6993769	System and method for replacing underlying connection-based communication mechanisms in real time systems at run-time	BAE Systems Information and Electronic Systems Integration Inc	2002-08-29	2006-01-31	2006-01-31
US6993774	SYSTEM AND METHOD FOR REMOTE ENABLING CLASSES WITHOUT INTERFACES	Recursion Software Inc	1999-11-30	2006-01-31	2006-01-31
US6994458	Vehicle headlight and process for operation thereof	Daimler AG	2003-11-25	2006-02-07	2006-02-07
US6995346	Fixed pattern noise compensation with low memory requirements	Dialog Semiconductor GmbH	2002-12-23	2006-02-07	2006-02-07
US6995708	LOCAL POSITIONING SYSTEM	Gallitzin Allegheny LLC	2002-07-17	2006-02-07	2006-02-07
US6995749	Auto font magnification mechanism	Good Tech Inc	2003-03-28	2006-02-07	2006-02-07
US6995789	A METHOD FOR MANAGING IMAGES OVER A COMMUNICATION NETWORK	Eastman Kodak Co	2001-06-26	2006-02-07	2006-02-07
US6995793	Video tap for a digital motion camera that simulates the look of post processing	Eastman Kodak Co	2000-11-14	2006-02-07	2006-02-07
US6996075	Pre-testing and certification of multiple access codes	Pulse-LINK Inc	2000-12-21	2006-02-07	2006-02-07
US6996199	Approach for processing data received from a communications channel to reduce noise power and optimize impulse response length to reduce inter-symbol interference and inter-channel interference	Bandspeed Inc	2002-01-22	2006-02-07	2006-02-07
US6996202	Multiple channel adaptive data recovery system	Vitesse Semiconductor Corp	2002-10-07	2006-02-07	2006-02-07
US6996253	Process and device for improving the visibility in vehicles	Daimler AG	2002-05-10	2006-02-07	2006-02-07
US6996443	Reconfigurable digital processing system for space	BAE Systems Information and Electronic Systems Integration Inc	2002-12-31	2006-02-07	2006-02-07
US6996548	Method and apparatus for providing a reward for the use of a processor in a parallel processing environment	Hemisphere II Investment LP	2001-05-11	2006-02-07	2006-02-07
US6996554	DATABASE PROCESSOR	University of Strathclyde	2002-04-12	2006-02-07	2006-02-07
US6996658	MULTI-PORT SYSTEM AND METHOD FOR ROUTING A DATA ELEMENT WITHIN AN INTERCONNECTION FABRIC	StarGen Tech Inc	2002-05-21	2006-02-07	2006-02-07
US6997378	Recurrent billing maintenance system	American Express Travel Related Services Co Inc	2004-05-12	2006-02-14	2006-02-14
US6998650	Replaceable light emitting diode module	Jiahn-Chang Wu	2005-03-17	2006-02-14	2006-02-14
US6998722	Semiconductor latches and SRAM devices	Tier Logic Inc	2004-05-24	2006-02-14	2006-02-14
US6998793	INVERTER FOR PROVIDING POWER TO LAMP CIRCUIT	Primax Electronics Ltd	2003-08-26	2006-02-14	2006-02-14
US6999104	IMAGE PROCESSING DEVICE FOR LAYERED GRAPHICS 	Fujitsu Ltd	2003-03-20	2006-02-14	2006-02-14
US6999124	METHOD FOR ORIENTING A DIGITAL IMAGE ON A DISPLAY OF AN IMAGE DISPLAY DEVICE	Eastman Kodak Co	2002-11-19	2006-02-14	2006-02-14
US6999212	BACK-LIGHT MODULE FOR IMAGE SCANNING DEVICE AND METHOD FOR CALIBRATING ILLUMINATION WITH THE BACK-LIGHT MODULE	Che-Kuei Mai,Tsung-Yin Chen	2001-07-10	2006-02-14	2006-02-14
US6999464	Method of scalable non-blocking shared memory output-buffered switching of variable length data packets from pluralities of ports at full line rate, and apparatus therefor	Axiowave Networks Inc	2001-08-28	2006-02-14	2006-02-14
US6999479	HYBRID DATA TRANSPORT SCHEME OVER OPTICAL NETWORKS	Cypress Semiconductor Corp (Belgium) BVBA	2000-07-14	2006-02-14	2006-02-14
US6999570	METHODS, SYSTEMS AND ARTICLES FOR ORDERING A TELECOMMUNICATION SERVICE	AT&T Intellectual Property I LP	2001-07-02	2006-02-14	2006-02-14
US6999583	Crosstalk Identification For Spectrum Management In Broadband Telecommunications Systems	Telcordia Technologies Inc	2001-08-03	2006-02-14	2006-02-14
US6999628	Tarp filter	Microsoft Corp	2002-03-28	2006-02-14	2006-02-14
US6999637	Method and system for providing a photo album to a user of a digital imaging device	IPAC Acquisition Subsidiary I LLC	2000-03-16	2006-02-14	2006-02-14
US6999716	DUAL MODE RADIO FREQUENCY RECEPTION DEVICE AND CORRESPONDING MULTIMEDIA RECEIVER	Fahrenheit Thermoscope LLC	2000-02-23	2006-02-14	2006-02-14
US6999758	SYSTEM AND METHOD FOR PROVIDING COMMUNICATIONS SERVICES 	OCMC Inc	2003-05-06	2006-02-14	2006-02-14
US6999913	Emulated read-write disk drive using a protected medium	John Alan Hensley	2002-12-10	2006-02-14	2006-02-14
US6999961	Method of aggregating and distributing informal and formal knowledge using software agents	Mark Hall	2001-08-24	2006-02-14	2006-02-14
US6999989	Methods for providing video enhanced electronic mail return receipts	AT&T Corp	2001-03-29	2006-02-14	2006-02-14
US7000010	SYSTEM AND METHOD FOR CACHING WEB PAGES ON A MANAGEMENT APPLIANCE FOR PERSONAL COMPUTERS	Crystal Group Inc	2002-08-30	2006-02-14	2006-02-14
US7000120	Scheme for determining transport level information in the presence of IP security encryption	Nokia Oy AB	1999-12-23	2006-02-14	2006-02-14
US7000192	Method of producing a matted image usable in a scrapbook	Eastman Kodak Co	2001-09-24	2006-02-14	2006-02-14
US7001793	Method of protecting microfabricated devices with protective caps	Silverbrook Research Pty Ltd	2004-03-04	2006-02-21	2006-02-21
US7001846	High-density SOI cross-point memory array and method for fabricating same	Sharp Laboratories of America Inc	2003-05-20	2006-02-21	2006-02-21
US7002233	Integrated Circuit Including An Inductive Element Having A Large Quality Factor And Being Highly Compact	Koninklijke Philips NV	2001-06-18	2006-02-21	2006-02-21
US7002473	Loss prevention system	Glick Larry D,Glick Renee A	2003-12-17	2006-02-21	2006-02-21
US7002557	Portable Electronic Apparatus And A Display Control Method	Casio Computer Co Ltd	2003-01-27	2006-02-21	2006-02-21
US7002561	Raster engine with programmable hardware blinking	Rockwell Automation Technologies Inc	2000-09-28	2006-02-21	2006-02-21
US7002627	SINGLE-STEP CONVERSION FROM RGB BAYER PATTERN TO YUV 4:2:0 FORMAT 	NeoMagic Corp	2002-06-19	2006-02-21	2006-02-21
US7002638	Automatic gain control	Koninklijke Philips NV	2001-02-07	2006-02-21	2006-02-21
US7002750	IMAGE CAPTURING DEVICE	Ann-Lun Lee	2003-11-06	2006-02-21	2006-02-21
US7002837	Non-volatile semiconductor memory device	Sharp Corp	2004-03-05	2006-02-21	2006-02-21
US7002967	MULTI-PROTOCOL NETWORKING PROCESSOR WITH DATA TRAFFIC SUPPORT SPANNING LOCAL, REGIONAL AND WIDE AREA NETWORKS	Denton I Claude,Gimlett James L	2001-05-18	2006-02-21	2006-02-21
US7003044	METHOD FOR ALLOCATING BITS AND POWER IN MULTI-CARRIER COMMUNICATION SYSTEM	Sasken Communication Technologies Ltd	2001-02-01	2006-02-21	2006-02-21
US7003104	Apparatus for opening and closing cover of cellular phone	HANBIT PRECISION Co Ltd	2003-12-12	2006-02-21	2006-02-21
US7003109	Compact Crypto Engine For Random Number And Stream Cipher Generation	City University of Hong Kong (CityU)	2001-04-19	2006-02-21	2006-02-21
US7003292	Mechanism for point-to-multipoint communication	Nokia Oy AB	2001-10-10	2006-02-21	2006-02-21
US7003481	Method and apparatus for providing network dependent application services	Flatrock II Inc	2001-05-30	2006-02-21	2006-02-21
US7003495	PORTABLE ELECTRONIC AUTHORIZATION SYSTEM AND METHOD 	Chameleon Network Inc	2000-09-28	2006-02-21	2006-02-21
US7003509	High-dimensional data clustering with the use of hybrid similarity matrices	Leonid Andreev	2003-07-21	2006-02-21	2006-02-21
US7003517	Web-based system and method for archiving and searching participant-based internet text sources for customer lead data	iNetProfit Inc	2001-05-24	2006-02-21	2006-02-21
US7003538	Process and apparatus for finite field multiplication (FFM)	Systemonic AG	2002-02-08	2006-02-21	2006-02-21
US7003539	EFFICIENTLY DETERMINING A FLOOR FOR A FLOATING-POINT NUMBER	Pasternak Solutions LLC	2001-08-08	2006-02-21	2006-02-21
US7003547	Distributed parallel processing system having capability-based incentives and associated method	United Devices Inc	2000-03-30	2006-02-21	2006-02-21
US7003569	Follow-up notification of availability of requested application service and bandwidth between client(s) and server(s) over any network	Cypress Semiconductor Corp (Belgium) BVBA	2001-03-20	2006-02-21	2006-02-21
US7003625	Searching small entities in a wide CAM	Conversant Intellectual Property Management Inc	2003-03-10	2006-02-21	2006-02-21
US7003731	User control and activation of watermark enabled objects 

	Digimarc Corp	2000-10-17	2006-02-21	2006-02-21
US7005312	METHOD OF MANUFACTURING CMOS IMAGE SENSOR BY MEANS OF DOUBLE MASKING PROCESS	SK Hynix Inc	2003-12-23	2006-02-28	2006-02-28
US7005315	Method And Fabricating Complementary Metal-Oxide Semiconductor Image Sensor With Reduced Etch Damage	MagnaChip Semiconductor Ltd	2005-03-03	2006-02-28	2006-02-28
US7005626	ULTRA LOW VOLTAGE CMOS IMAGE SENSOR ARCHITECTURE 	Hong Kong University of Science and Technology (HKUST)	2002-08-16	2006-02-28	2006-02-28
US7005916	Amplifier circuit, driving circuit of display apparatus, portable telephone and portable electronic apparatus 
	NEC Corp	2003-02-05	2006-02-28	2006-02-28
US7005917	POWER SUPPLY REJECTION TECHNIQUE FOR SWITCHING AMPLIFIER 	JAM Tech Inc	2003-04-02	2006-02-28	2006-02-28
US7006065	Gamma compensation method and circuit for color liquid crystal display	NEC LCD Technologies Ltd	2000-11-07	2006-02-28	2006-02-28
US7006073	Electronic device incorporating a generic user interface	Mobicom Corp	2002-07-29	2006-02-28	2006-02-28
US7006252	IMAGE PROCESSING SYSTEM AND METHOD THAT MAINTAINS BLACK LEVEL	Eastman Kodak Co	2001-10-17	2006-02-28	2006-02-28
US7006371	Semiconductor memory device and method for programming and erasing a memory cell	Sharp Corp	2003-11-25	2006-02-28	2006-02-28
US7006525	HYBRID DATA TRANSPORT SCHEME OVER OPTICAL NETWORKS	Cypress Semiconductor Corp (Belgium) BVBA	2000-03-27	2006-02-28	2006-02-28
US7006527	Multistage pipeline bit conversion	Cypress Semiconductor Corp (Belgium) BVBA	2001-10-12	2006-02-28	2006-02-28
US7006579	ISI-robust slot formats for non-orthogonal-based space-time block codes	Nokia Oy AB	2001-12-18	2006-02-28	2006-02-28
US7006581	METHOD FOR DEMODULATING A DIGITAL SIGNAL SUBJECTED TO MULTIPATH PROPAGATION IMPAIRMENT AND AN ASSOCIATED RECEIVER 	Vigil Armando J	2001-05-25	2006-02-28	2006-02-28
US7006605	AUTHENTICATING A CALLER BEFORE PROVIDING THE CALLER WITH ACCESS TO ONE OR MORE SECURED RESOURCES	Ochopee Big Cypress LLC	2003-01-27	2006-02-28	2006-02-28
US7006631	Method and system for embedding binary data sequences into video bitstreams	Packet Video Corp	2000-07-12	2006-02-28	2006-02-28
US7006632	CHECK AUTHORIZATION SYSTEM AND METHOD	Payformance Corp	2001-05-18	2006-02-28	2006-02-28
US7006656	LOSSLESS EMBEDDING OF DATA IN DIGITAL OBJECTS	Research Foundation of State University of New York	2001-10-15	2006-02-28	2006-02-28
US7006658	Varying segment sizes to increase security	Koninklijke Philips NV	2001-12-20	2006-02-28	2006-02-28
US7006661	Digital watermarking systems and methods	Digimarc Corp	2002-10-21	2006-02-28	2006-02-28
US7006662	Reversible watermarking using expansion, rate control and iterative embedding	Digimarc Corp	2003-05-08	2006-02-28	2006-02-28
US7006673	METHOD OF HASH STRING EXTRACTION	Activcard Ireland Ltd	2001-07-25	2006-02-28	2006-02-28
US7006764	User interface for controlling cropping in electronic camera	Eastman Kodak Co	2002-11-12	2006-02-28	2006-02-28
US7006807	Electronic broadcast radio skip protection	Delphi Technologies Inc	2001-02-12	2006-02-28	2006-02-28
US7006844	Adaptive power control for multicast transmission	Nokia Oy AB	2002-02-19	2006-02-28	2006-02-28
US7006890	A SYSTEM AND METHOD FOR MANAGING WORK LOAD DISTRIBUTION AMONG A PLURALITY OF IMAGE OUTPUT DEVICES	Eastman Kodak Co	2003-12-03	2006-02-28	2006-02-28
US7006952	3-D model providing device	Sanyo Electric Co Ltd	2000-02-18	2006-02-28	2006-02-28
US7007010	SYSTEM AND METHOD FOR PROXIMITY SEARCHING POSITION INFORMATION USING A PROXIMITY PARAMETER	icPlanet Corp	2001-04-25	2006-02-28	2006-02-28
US7007027	Algorithm for tree traversals using left links	Microsoft Corp	2002-12-02	2006-02-28	2006-02-28
US7007030	Method of encoding a dataset	Technion Research and Development Foundation Ltd	2002-05-16	2006-02-28	2006-02-28
US7007059	Fast pipelined adder/subtractor using increment/decrement function with reduced register utilization	Cypress Semiconductor Corp (Belgium) BVBA	2001-07-30	2006-02-28	2006-02-28
US7007070	METHOD AND APPARATUS FOR COMPUTING OVER A WIDE AREA NETWORK 	Hickman Paul L,Gough Michael L	1997-02-28	2006-02-28	2006-02-28
US7007155	DIGITAL SIGNAL PROCESSOR FOR WIRELESS BASEBAND PROCESSING	Morpho Technology	2002-09-17	2006-02-28	2006-02-28
US7007168	USER AUTHENTICATION USING MEMBER SPECIFYING DISCONTINUOUS DIFFERENT COORDINATES	Takeshi Kubo,Kazuhiro Igarashi,Hideyuki Saso	2001-04-16	2006-02-28	2006-02-28
US7007243	Method and apparatus for producing digital images with embedded image capture location icons	Eastman Kodak Co	2000-12-20	2006-02-28	2006-02-28
US7008288	AN INTELLIGENT TOY WITH INTERNET CONNECTION CAPABILITY	Eastman Kodak Co	2001-07-26	2006-03-07	2006-03-07
US7008819	Method of Fabricating an Array of Wafer Scale Polymeric Caps	Silverbrook Research Pty Ltd	2004-09-27	2006-03-07	2006-03-07
US7009278	3D RRAM	Sharp Laboratories of America Inc	2003-11-24	2006-03-07	2006-03-07
US7009546	Control unit having a signal converter	Daimler AG	2005-02-07	2006-03-07	2006-03-07
US7009628	Method And Apparatus For Auto-Generation Of Horizontal Synchronization Of An Analog Signal To A Digital Display	Genesis Microchip Inc	2002-08-22	2006-03-07	2006-03-07
US7009673	Active matrix liquid crystal display having a thin film transistor over which alignment of liquid crystal molecules does not change	NEC LCD Technologies Ltd	2003-09-08	2006-03-07	2006-03-07
US7009961	Interconnecting Voice-Over-Packet And Analog Telephony At A Desktop	Telcordia Technologies Inc	2001-07-23	2006-03-07	2006-03-07
US7010015	VIRTUAL CELL MAPPING IN MACRODIVERSE WIRELESS NETWORKS WITH FREQUENCY HOPPING	Hervey Jr Morris Marvin,Ujjal Kumar Ghoshtagore,Archana Somasekhara	2001-09-24	2006-03-07	2006-03-07
US7010048	MULTIPLE ACCESS METHOD AND SYSTEM	Aquity LLC	1999-02-10	2006-03-07	2006-03-07
US7010108	METHOD FOR SCHEDULING VIDEOCONFERENCES	Magicsoft Corp	2003-02-21	2006-03-07	2006-03-07
US7010169	Multi-point predictive foveation for bandwidth reduction of moving images	AT&T Labs Inc	2002-04-15	2006-03-07	2006-03-07
US7010187	Mode transition-discrimination photonic logic device	National Security Agency	2005-06-09	2006-03-07	2006-03-07
US7010268	FAR END REMOTE CONTROL METHOD AND SYSTEM BY SHORT MESSAGE AND BLUETOOTH FUNCTION OPERATION	Lite-On Technology Corp	2002-12-04	2006-03-07	2006-03-07
US7010314	Method for remote connection of machines and corresponding electronic analog apparatus	Jean-Francois Taillens	1999-05-17	2006-03-07	2006-03-07
US7010441	METHOD AND SYSTEM FOR SINGLE ENDED MAXIMUM LIKELIHOOD LOOP MAKE-UP IDENTIFICATION	Telcordia Technologies Inc	2004-05-14	2006-03-07	2006-03-07
US7010482	REW PARAMETRIC VECTOR QUANTIZATION AND DUAL-PREDICTIVE SEW VECTOR QUANTIZATION FOR WAVEFORM INTERPOLATIVE CODING 
	University of California	2001-03-16	2006-03-07	2006-03-07
US7010544	METHOD AND SYSTEM FOR CAPTURING, MANAGING, AND DISSEMINATING MANUFACTURING KNOWLEDGE 	Vykor Inc	2004-09-28	2006-03-07	2006-03-07
US7010574	SYSTEM AND METHOD FOR MANAGING MULTIMEDIA MESSAGING PLATFORMS	Calumet Keweenaw LLC	2002-01-18	2006-03-07	2006-03-07
US7010741	Method and circuit for error correction in CAM cells	Conversant Intellectual Property Management Inc	2002-11-29	2006-03-07	2006-03-07
US7010751	METHODS FOR THE ELECTRONIC ANNOTATION, RETRIEVAL, AND USE OF ELECTRONIC IMAGES 	University of Maryland, College Park	2001-10-15	2006-03-07	2006-03-07
US7012029	Method of forming a lamination film pattern and improved lamination film pattern	NEC LCD Technologies Ltd	2003-12-29	2006-03-14	2006-03-14
US7012461	Stabilization component for a substrate potential regulation circuit	Transmeta Corp	2003-12-23	2006-03-14	2006-03-14
US7012601	Line drawing for a volumetric display	Actuality Systems Inc	2001-04-09	2006-03-14	2006-03-14
US7012617	METHOD FOR REPRESENTING A DIGITAL COLOR IMAGE USING A SET OF PALETTE COLORS BASED ON DETECTED IMPORTANT COLORS	Eastman Kodak Co	2004-05-17	2006-03-14	2006-03-14
US7012621	Method and apparatus for rendering a low-resolution thumbnail image suitable for a low resolution display having a reference back to an original digital negative and an edit list of operations	Eastman Kodak Co	2004-09-22	2006-03-14	2006-03-14
US7012637	CAPTURE STRUCTURE FOR ALIGNMENT OF MULTI-CAMERA CAPTURE SYSTEMS 	Be Here Corp	2001-07-27	2006-03-14	2006-03-14
US7012652	AUDIO HUSH FOR ENTERTAINMENT EQUIPMENT AND PARTICULARLY TELEVISION RECEIVERS 	Sam Stuff Property Trust	2003-01-09	2006-03-14	2006-03-14
US7012720	METHOD OF EFFACING ZIPPER IMAGE	Chen-Hsiang Shih	2002-01-14	2006-03-14	2006-03-14
US7012849	Semiconductor, image output device, and driving method of a functional device	NEC Corp	2003-07-16	2006-03-14	2006-03-14
US7012859	Method And Apparatus For Contolling Reproduction Of Optical Recording Medium	LG Electronics Inc	2001-10-01	2006-03-14	2006-03-14
US7012861	Track Jump Method For A Recording Medium	LG Electronics Inc	2000-07-14	2006-03-14	2006-03-14
US7012897	Link quality agent	Proxim Wireless Corp	2003-07-22	2006-03-14	2006-03-14
US7012976	Method for decoding and of joint equalization of a digital signal protected by a code defined by a trellis	France Telecom SA	2000-09-08	2006-03-14	2006-03-14
US7012981	METHOD AND APPARATUS FOR IMPROVING DATA FRAME SYNCHRONIZATION IN A LOW SNR ENVIRONMENT	CynTrust Communications Inc	2001-04-17	2006-03-14	2006-03-14
US7013021	Watermark detection utilizing regions with higher probability of success	Digimarc Corp	2001-08-31	2006-03-14	2006-03-14
US7013288	Methods and systems for managing the distribution of image capture devices, images, and prints	Dialog Semiconductor GmbH	2000-05-26	2006-03-14	2006-03-14
US7013289	Global electronic commerce system	Michel Horn,Thomas Scott Manaugh	2001-02-21	2006-03-14	2006-03-14
US7013318	Method and system for encapsulating cells	Raytheon Co	2002-05-29	2006-03-14	2006-03-14
US7013327	METHOD AND APPARATUS FOR COMPUTING WITHIN A WIDE AREA NETWORK	G&H Nevada Tek	1997-02-12	2006-03-14	2006-03-14
US7013338	MULTIPLEXING SEVERAL INDIVIDUAL APPLICATION SESSIONS OVER A PRE-ALLOCATED RESERVATION PROTOCOL SESSION 
	Prominence Networks Inc	2000-08-08	2006-03-14	2006-03-14
US7013411	METHOD FOR THE AUTOMATED GENERATION OF A FAULT TREE STRUCTURE	ABB Research Ltd	2002-07-29	2006-03-14	2006-03-14
US7014106	Electronic payment system, payment apparatus, and terminal thereof	Softbank BB Corp	2004-03-18	2006-03-21	2006-03-21
US7014451	Molding Assembly for Wafer Scale Molding of Protective Caps	Silverbrook Research Pty Ltd	2002-01-08	2006-03-21	2006-03-21
US7015563	ON CHIP CAPACITOR	Gallitzin Allegheny LLC	2004-06-14	2006-03-21	2006-03-21
US7015752	ADAPTIVE PREDISTORTION FOR A TRANSMIT SYSTEM WITH GAIN, PHASE AND DELAY ADJUSTMENTS	IceFyre Semiconductor Inc	2003-08-13	2006-03-21	2006-03-21
US7015802	VEHICLE TAG READER	Forster Ian J	2002-08-08	2006-03-21	2006-03-21
US7015957	CAMERA THAT DOWNLOADS ELECTRONIC IMAGES HAVING METADATA IDENTIFYING IMAGES PREVIOUSLY EXCLUDED FROM FIRST IN-FIRST OUT OVERWRITING AND METHOD	Eastman Kodak Co	2001-09-04	2006-03-21	2006-03-21
US7016094	Nonvolatile solid state electro-optic modulator	Sharp Laboratories of America Inc	2004-01-12	2006-03-21	2006-03-21
US7016338	Methods, system and gateway for accessing features of equipment connected to a PSTN	Nokia Mobile Phones Ltd	2000-12-15	2006-03-21	2006-03-21
US7016417	General purpose compression for video images (RHN)	Kendyl A. Roman	1999-12-22	2006-03-21	2006-03-21
US7016439	METHOD AND ARRANGEMENT FOR INTERFERENCE CANCELLATION	Nokia Oy AB	2002-06-26	2006-03-21	2006-03-21
US7016541	IMAGE PROCESSING METHOD FOR FACILITATING DATA TRANSMISSION	Shih-Zheng Kuo	2002-07-23	2006-03-21	2006-03-21
US7016649	SPACE-TIME AND SPACE-FREQUENCY HOPPING FOR CAPACITY ENHANCEMENT OF MOBILE DATA SYSTEMS	KATHREIN-Werke KG	2001-03-09	2006-03-21	2006-03-21
US7016704	Coordinating images displayed on devices with two or more displays	MOVE MOBILE SYSTEMS Inc	2002-04-01	2006-03-21	2006-03-21
US7016847	OPEN ARCHITECTURE FOR A VOICE USER INTERFACE	Ben Franklin Patent Holdings LLC	2000-12-08	2006-03-21	2006-03-21
US7016868	Method and system for organizing images	Eastman Kodak Co	1999-12-22	2006-03-21	2006-03-21
US7016875	SINGLE SIGN-ON FOR ACCESS TO A CENTRAL DATA REPOSITORY 	Enfotrust Networks Inc	2001-10-09	2006-03-21	2006-03-21
US7016877	CONSUMER-CONTROLLED LIMITED AND CONSTRAINED ACCESS TO A CENTRALLY STORED INFORMATION ACCOUNT 	Enfotrust Networks Inc	2001-11-07	2006-03-21	2006-03-21
US7016938	E-MAIL FORWARDING SYSTEM HAVING ARCHIVAL DATABASE	Pitney-Bowes Inc	2000-07-31	2006-03-21	2006-03-21
US7016963	CONTENT MANAGEMENT AND TRANSFORMATION SYSTEM FOR DIGITAL CONTENT	Glow Designs LLC	2001-07-24	2006-03-21	2006-03-21
US7017039	Method of booting a computer operating system to run from a normally unsupported system device	John Alan Hensley	2002-12-31	2006-03-21	2006-03-21
US7017064	Calculating apparatus having a plurality of stages	Conversant Intellectual Property Management Inc	2001-05-09	2006-03-21	2006-03-21
US7017140	Common components in interface framework for developing field programmable based applications independent of target circuit board	BAE Systems Information and Electronic Systems Integration Inc	2002-11-25	2006-03-21	2006-03-21
US7017186	Intrusion detection system using self-organizing clusters	SteelCloud Inc	2002-07-30	2006-03-21	2006-03-21
US7018248	Device for forming connection elements	Koninklijke Philips NV	2003-02-17	2006-03-28	2006-03-28
US7018875	Insulated-gate field-effect thin film transistors	Tier Logic Inc	2004-01-23	2006-03-28	2006-03-28
US7019422	Motor with stator made from linear core preform	Encap Motor Corp	2004-10-20	2006-03-28	2006-03-28
US7019557	Look-up table based logic macro-cells	Tier Logic Inc	2003-12-24	2006-03-28	2006-03-28
US7019599	APPARATUS FOR CONTINUOUS PHASE QUADRATURE AMPLITUDE MODULATION AND DEMODULATION	UTStarcom Korea Ltd	2003-01-14	2006-03-28	2006-03-28
US7019684	Phase lock loop circuitry	Raytheon Co	1984-05-14	2006-03-28	2006-03-28
US7019764	Method And Apparatus For Auto-Generation Of Horizontal Synchronization Of An Analog Signal To Digital Display	Genesis Microchip (Delaware) Inc	2002-09-12	2006-03-28	2006-03-28
US7019776	Method And System For Automatic White Balancing	MagnaChip Semiconductor Inc	2002-08-16	2006-03-28	2006-03-28
US7019778	Customizing a digital camera	Eastman Kodak Co	2000-04-14	2006-03-28	2006-03-28
US7019862	Kit for organizing a plurality of images	Eastman Kodak Co	1999-12-22	2006-03-28	2006-03-28
US7020048	User selectable display modes for a vehicle MP3 compact disc player	Delphi Technologies Inc	2003-04-09	2006-03-28	2006-03-28
US7020076	Fault-tolerant communication channel structures	California Institute of Technology 	2000-10-26	2006-03-28	2006-03-28
US7020115	FAST MACRODIVERSITY SWITCHING WITH TIME MANAGEMENT IN WIRELESS NETWORKS	Gopal Chillariga,Bhupal Kanaiyalal Dharia,Gerhard Albert Koepf,Lance Kazumi Uyehara	2001-06-12	2006-03-28	2006-03-28
US7020189	METHOD AND APPARATUS FOR IMPLEMENTING DIGITAL FILTERS IN THE DATA PATH OF A PCM MODEM FOR EFFICIENT TRANSITION OF A SECOND ANALOG-TO-DIGITAL CONVERSION PROCESS	Godigital Networks Corp	2001-08-03	2006-03-28	2006-03-28
US7020256	Dynamic Telephone Numbering System	Telcordia Technologies Inc	2003-01-24	2006-03-28	2006-03-28
US7020303	Feature-based watermarks and watermark detection strategies	Digimarc Corp	2001-03-16	2006-03-28	2006-03-28
US7020304	Digital watermarking and fingerprinting including synchronization, layering, version control, and compressed embedding	Digimarc Corp	2003-01-22	2006-03-28	2006-03-28
US7020346	METHOD FOR THE REMOVAL OF SCRATCHES FROM DIGITAL IMAGES	Eastman Kodak Co	2002-10-07	2006-03-28	2006-03-28
US7020349	Halftone watermarking and related applications	Digimarc Corp	2004-02-17	2006-03-28	2006-03-28
US7020472	CELLULAR CHANNEL BONDING FOR IMPROVED DATA TRANSMISSION	Gallitzin Allegheny LLC	2001-06-22	2006-03-28	2006-03-28
US7020501	Energy efficient forwarding in ad-hoc wireless networks	Raytheon BBN Technologies Corp	2001-11-30	2006-03-28	2006-03-28
US7020645	Systems and methods for state-less authentication	eOriginal Inc	2001-04-19	2006-03-28	2006-03-28
US7020678	MACHINE GENERATED SWEEPSTAKES ENTRY MODEL AND ASSOCIATED DISTRIBUTED PROCESSING SYSTEM 	United Devices Inc	2000-06-23	2006-03-28	2006-03-28
US7020689	System and method for command transmission utilizing an email return path	Wegener Communications Inc	2003-03-07	2006-03-28	2006-03-28
US7020701	METHOD FOR COLLECTING AND PROCESSING DATA USING INTERNETWORKED WIRELESS INTEGRATED NETWORK SENSORS (WINS)	Sensoria Corp	2000-10-04	2006-03-28	2006-03-28
US7020846	Display generating device	Nokia Oy AB	2001-12-20	2006-03-28	2006-03-28
US7020848	COMPREHENSIVE, MULTI-DIMENSIONAL GRAPHICAL USER INTERFACE USING PICTURE METADATA FOR NAVIGATING AND RETRIEVING PICTURES IN A PICTURE DATABASE	Eastman Kodak Co	2000-12-20	2006-03-28	2006-03-28
